year,geo,vehicle_type,origin_of_manufacture,sales,value
2016,British Columbia and the Territories,Passenger cars,"Total, overseas",Dollars,1168703000
2016,British Columbia and the Territories,Passenger cars,"Total, overseas",Units,29143
2016,British Columbia and the Territories,"Total, new motor vehicles",North America,Dollars,6518318000
2016,British Columbia and the Territories,"Total, new motor vehicles",North America,Units,160784
2016,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Dollars,9103925000
2016,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Units,221772
2016,British Columbia and the Territories,"Total, new motor vehicles","Total, overseas",Dollars,2585606000
2016,British Columbia and the Territories,"Total, new motor vehicles","Total, overseas",Units,60988
2016,British Columbia and the Territories,Trucks,North America,Dollars,5239938000
2016,British Columbia and the Territories,Trucks,North America,Units,114949
2016,British Columbia and the Territories,Trucks,"Total, country of manufacture",Dollars,6656843000
2016,British Columbia and the Territories,Trucks,"Total, country of manufacture",Units,146794
2016,British Columbia and the Territories,Trucks,"Total, overseas",Dollars,1416906000
2016,British Columbia and the Territories,Trucks,"Total, overseas",Units,31845
2016,Canada,Passenger cars,Japan,Dollars,1670911000
2016,Canada,Passenger cars,Japan,Units,53481
2016,Canada,Passenger cars,North America,Dollars,11753321000
2016,Canada,Passenger cars,North America,Units,437712
2016,Canada,Passenger cars,Other countries,Dollars,6336996000
2016,Canada,Passenger cars,Other countries,Units,169895
2016,Canada,Passenger cars,"Total, country of manufacture",Dollars,19761230000
2016,Canada,Passenger cars,"Total, country of manufacture",Units,661088
2016,Canada,Passenger cars,"Total, overseas",Dollars,8007907000
2016,Canada,Passenger cars,"Total, overseas",Units,223376
2016,Canada,"Total, new motor vehicles",North America,Dollars,58559161000
2016,Canada,"Total, new motor vehicles",North America,Units,1520915
2016,Canada,"Total, new motor vehicles","Total, country of manufacture",Dollars,76124503000
2016,Canada,"Total, new motor vehicles","Total, country of manufacture",Units,1983745
2016,Canada,"Total, new motor vehicles","Total, overseas",Dollars,17565338000
2016,Canada,"Total, new motor vehicles","Total, overseas",Units,462830
2016,Canada,Trucks,North America,Dollars,46805844000
2016,Canada,Trucks,North America,Units,1083203
2016,Canada,Trucks,"Total, country of manufacture",Dollars,56363274000
2016,Canada,Trucks,"Total, country of manufacture",Units,1322657
2016,Canada,Trucks,"Total, overseas",Dollars,9557433000
2016,Canada,Trucks,"Total, overseas",Units,239454
2016,Manitoba,Passenger cars,Japan,Dollars,28334000
2016,Manitoba,Passenger cars,Japan,Units,914
2016,Manitoba,Passenger cars,North America,Dollars,283797000
2016,Manitoba,Passenger cars,North America,Units,10854
2016,Manitoba,Passenger cars,Other countries,Dollars,94482000
2016,Manitoba,Passenger cars,Other countries,Units,2615
2016,Manitoba,Passenger cars,"Total, country of manufacture",Dollars,406612000
2016,Manitoba,Passenger cars,"Total, country of manufacture",Units,14383
2016,Manitoba,Passenger cars,"Total, overseas",Dollars,122816000
2016,Manitoba,Passenger cars,"Total, overseas",Units,3529
2016,Manitoba,"Total, new motor vehicles",North America,Dollars,1977954000
2016,Manitoba,"Total, new motor vehicles",North America,Units,48620
2016,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Dollars,2306222000
2016,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Units,57428
2016,Manitoba,"Total, new motor vehicles","Total, overseas",Dollars,328270000
2016,Manitoba,"Total, new motor vehicles","Total, overseas",Units,8808
2016,Manitoba,Trucks,North America,Dollars,1694156000
2016,Manitoba,Trucks,North America,Units,37766
2016,Manitoba,Trucks,"Total, country of manufacture",Dollars,1899612000
2016,Manitoba,Trucks,"Total, country of manufacture",Units,43045
2016,Manitoba,Trucks,"Total, overseas",Dollars,205453000
2016,Manitoba,Trucks,"Total, overseas",Units,5279
2016,New Brunswick,Passenger cars,Japan,Dollars,0
2016,New Brunswick,Passenger cars,Japan,Units,0
2016,New Brunswick,Passenger cars,North America,Dollars,249287000
2016,New Brunswick,Passenger cars,North America,Units,10092
2016,New Brunswick,Passenger cars,Other countries,Dollars,0
2016,New Brunswick,Passenger cars,Other countries,Units,0
2016,New Brunswick,Passenger cars,"Total, country of manufacture",Dollars,363255000
2016,New Brunswick,Passenger cars,"Total, country of manufacture",Units,14260
2016,New Brunswick,Passenger cars,"Total, overseas",Dollars,113968000
2016,New Brunswick,Passenger cars,"Total, overseas",Units,4168
2016,New Brunswick,"Total, new motor vehicles",North America,Dollars,1341870000
2016,New Brunswick,"Total, new motor vehicles",North America,Units,35857
2016,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Dollars,1619832000
2016,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Units,44984
2016,New Brunswick,"Total, new motor vehicles","Total, overseas",Dollars,277964000
2016,New Brunswick,"Total, new motor vehicles","Total, overseas",Units,9127
2016,New Brunswick,Trucks,North America,Dollars,1092582000
2016,New Brunswick,Trucks,North America,Units,25765
2016,New Brunswick,Trucks,"Total, country of manufacture",Dollars,1256577000
2016,New Brunswick,Trucks,"Total, country of manufacture",Units,30724
2016,New Brunswick,Trucks,"Total, overseas",Dollars,163995000
2016,New Brunswick,Trucks,"Total, overseas",Units,4959
2016,Newfoundland and Labrador,Passenger cars,Japan,Dollars,0
2016,Newfoundland and Labrador,Passenger cars,Japan,Units,0
2016,Newfoundland and Labrador,Passenger cars,North America,Dollars,165641000
2016,Newfoundland and Labrador,Passenger cars,North America,Units,6937
2016,Newfoundland and Labrador,Passenger cars,Other countries,Dollars,0
2016,Newfoundland and Labrador,Passenger cars,Other countries,Units,0
2016,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Dollars,235960000
2016,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Units,9471
2016,Newfoundland and Labrador,Passenger cars,"Total, overseas",Dollars,70319000
2016,Newfoundland and Labrador,Passenger cars,"Total, overseas",Units,2534
2016,Newfoundland and Labrador,"Total, new motor vehicles",North America,Dollars,0
2016,Newfoundland and Labrador,"Total, new motor vehicles",North America,Units,0
2016,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Dollars,1175475000
2016,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Units,33687
2016,Newfoundland and Labrador,"Total, new motor vehicles","Total, overseas",Dollars,0
2016,Newfoundland and Labrador,"Total, new motor vehicles","Total, overseas",Units,0
2016,Newfoundland and Labrador,Trucks,North America,Dollars,0
2016,Newfoundland and Labrador,Trucks,North America,Units,0
2016,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Dollars,939514000
2016,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Units,24216
2016,Newfoundland and Labrador,Trucks,"Total, overseas",Dollars,0
2016,Newfoundland and Labrador,Trucks,"Total, overseas",Units,0
2016,Nova Scotia,Passenger cars,Japan,Dollars,29530000
2016,Nova Scotia,Passenger cars,Japan,Units,1055
2016,Nova Scotia,Passenger cars,North America,Dollars,355823000
2016,Nova Scotia,Passenger cars,North America,Units,14451
2016,Nova Scotia,Passenger cars,Other countries,Dollars,136831000
2016,Nova Scotia,Passenger cars,Other countries,Units,4751
2016,Nova Scotia,Passenger cars,"Total, country of manufacture",Dollars,522184000
2016,Nova Scotia,Passenger cars,"Total, country of manufacture",Units,20257
2016,Nova Scotia,Passenger cars,"Total, overseas",Dollars,166360000
2016,Nova Scotia,Passenger cars,"Total, overseas",Units,5806
2016,Nova Scotia,"Total, new motor vehicles",North America,Dollars,1463109000
2016,Nova Scotia,"Total, new motor vehicles",North America,Units,42095
2016,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Dollars,1858949000
2016,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Units,54451
2016,Nova Scotia,"Total, new motor vehicles","Total, overseas",Dollars,395839000
2016,Nova Scotia,"Total, new motor vehicles","Total, overseas",Units,12356
2016,Nova Scotia,Trucks,North America,Dollars,1107286000
2016,Nova Scotia,Trucks,North America,Units,27644
2016,Nova Scotia,Trucks,"Total, country of manufacture",Dollars,1336767000
2016,Nova Scotia,Trucks,"Total, country of manufacture",Units,34194
2016,Nova Scotia,Trucks,"Total, overseas",Dollars,229481000
2016,Nova Scotia,Trucks,"Total, overseas",Units,6550
2016,Ontario,Passenger cars,Japan,Dollars,665448000
2016,Ontario,Passenger cars,Japan,Units,19908
2016,Ontario,Passenger cars,North America,Dollars,5113624000
2016,Ontario,Passenger cars,North America,Units,183353
2016,Ontario,Passenger cars,Other countries,Dollars,2675123000
2016,Ontario,Passenger cars,Other countries,Units,65827
2016,Ontario,Passenger cars,"Total, country of manufacture",Dollars,8454192000
2016,Ontario,Passenger cars,"Total, country of manufacture",Units,269088
2016,Ontario,Passenger cars,"Total, overseas",Dollars,3340569000
2016,Ontario,Passenger cars,"Total, overseas",Units,85735
2016,Ontario,"Total, new motor vehicles",North America,Dollars,24448344000
2016,Ontario,"Total, new motor vehicles",North America,Units,643735
2016,Ontario,"Total, new motor vehicles","Total, country of manufacture",Dollars,31583959000
2016,Ontario,"Total, new motor vehicles","Total, country of manufacture",Units,821762
2016,Ontario,"Total, new motor vehicles","Total, overseas",Dollars,7135612000
2016,Ontario,"Total, new motor vehicles","Total, overseas",Units,178027
2016,Ontario,Trucks,North America,Dollars,19334724000
2016,Ontario,Trucks,North America,Units,460382
2016,Ontario,Trucks,"Total, country of manufacture",Dollars,23129766000
2016,Ontario,Trucks,"Total, country of manufacture",Units,552674
2016,Ontario,Trucks,"Total, overseas",Dollars,3795044000
2016,Ontario,Trucks,"Total, overseas",Units,92292
2016,Prince Edward Island,Passenger cars,Japan,Dollars,0
2016,Prince Edward Island,Passenger cars,Japan,Units,0
2016,Prince Edward Island,Passenger cars,North America,Dollars,58328000
2016,Prince Edward Island,Passenger cars,North America,Units,2368
2016,Prince Edward Island,Passenger cars,Other countries,Dollars,0
2016,Prince Edward Island,Passenger cars,Other countries,Units,0
2016,Prince Edward Island,Passenger cars,"Total, country of manufacture",Dollars,76738000
2016,Prince Edward Island,Passenger cars,"Total, country of manufacture",Units,3101
2016,Prince Edward Island,Passenger cars,"Total, overseas",Dollars,18410000
2016,Prince Edward Island,Passenger cars,"Total, overseas",Units,733
2016,Prince Edward Island,"Total, new motor vehicles",North America,Dollars,0
2016,Prince Edward Island,"Total, new motor vehicles",North America,Units,0
2016,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Dollars,287129000
2016,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Units,8768
2016,Prince Edward Island,"Total, new motor vehicles","Total, overseas",Dollars,0
2016,Prince Edward Island,"Total, new motor vehicles","Total, overseas",Units,0
2016,Prince Edward Island,Trucks,North America,Dollars,0
2016,Prince Edward Island,Trucks,North America,Units,0
2016,Prince Edward Island,Trucks,"Total, country of manufacture",Dollars,210391000
2016,Prince Edward Island,Trucks,"Total, country of manufacture",Units,5667
2016,Prince Edward Island,Trucks,"Total, overseas",Dollars,0
2016,Prince Edward Island,Trucks,"Total, overseas",Units,0
2016,Quebec,Passenger cars,Japan,Dollars,472812000
2016,Quebec,Passenger cars,Japan,Units,16642
2016,Quebec,Passenger cars,North America,Dollars,3131131000
2016,Quebec,Passenger cars,North America,Units,124229
2016,Quebec,Passenger cars,Other countries,Dollars,1863059000
2016,Quebec,Passenger cars,Other countries,Units,57680
2016,Quebec,Passenger cars,"Total, country of manufacture",Dollars,5467005000
2016,Quebec,Passenger cars,"Total, country of manufacture",Units,198551
2016,Quebec,Passenger cars,"Total, overseas",Dollars,2335872000
2016,Quebec,Passenger cars,"Total, overseas",Units,74322
2016,Quebec,"Total, new motor vehicles",North America,Dollars,11652461000
2016,Quebec,"Total, new motor vehicles",North America,Units,325663
2016,Quebec,"Total, new motor vehicles","Total, country of manufacture",Dollars,16385854000
2016,Quebec,"Total, new motor vehicles","Total, country of manufacture",Units,465143
2016,Quebec,"Total, new motor vehicles","Total, overseas",Dollars,4733396000
2016,Quebec,"Total, new motor vehicles","Total, overseas",Units,139480
2016,Quebec,Trucks,North America,Dollars,8521329000
2016,Quebec,Trucks,North America,Units,201434
2016,Quebec,Trucks,"Total, country of manufacture",Dollars,10918851000
2016,Quebec,Trucks,"Total, country of manufacture",Units,266592
2016,Quebec,Trucks,"Total, overseas",Dollars,2397522000
2016,Quebec,Trucks,"Total, overseas",Units,65158
2016,Saskatchewan,Passenger cars,Japan,Dollars,18628000
2016,Saskatchewan,Passenger cars,Japan,Units,573
2016,Saskatchewan,Passenger cars,North America,Dollars,190937000
2016,Saskatchewan,Passenger cars,North America,Units,6872
2016,Saskatchewan,Passenger cars,Other countries,Dollars,68885000
2016,Saskatchewan,Passenger cars,Other countries,Units,1821
2016,Saskatchewan,Passenger cars,"Total, country of manufacture",Dollars,278449000
2016,Saskatchewan,Passenger cars,"Total, country of manufacture",Units,9266
2016,Saskatchewan,Passenger cars,"Total, overseas",Dollars,87514000
2016,Saskatchewan,Passenger cars,"Total, overseas",Units,2394
2016,Saskatchewan,"Total, new motor vehicles",North America,Dollars,1990014000
2016,Saskatchewan,"Total, new motor vehicles",North America,Units,45212
2016,Saskatchewan,"Total, new motor vehicles","Total, country of manufacture",Dollars,2253534000
2016,Saskatchewan,"Total, new motor vehicles","Total, country of manufacture",Units,52099
2016,Saskatchewan,"Total, new motor vehicles","Total, overseas",Dollars,263519000
2016,Saskatchewan,"Total, new motor vehicles","Total, overseas",Units,6887
2016,Saskatchewan,Trucks,North America,Dollars,1799075000
2016,Saskatchewan,Trucks,North America,Units,38340
2016,Saskatchewan,Trucks,"Total, country of manufacture",Dollars,1975084000
2016,Saskatchewan,Trucks,"Total, country of manufacture",Units,42833
2016,Saskatchewan,Trucks,"Total, overseas",Dollars,176006000
2016,Saskatchewan,Trucks,"Total, overseas",Units,4493
2017,Alberta,Passenger cars,Japan,Dollars,175959000
